bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9781585420827,eng,320,228,12,3/5/2001,"Tarcher"
22128,Patriots (The Coming Collapse),James Wesley, Rawles,3.63,156384155X,9781563841552,eng,342,38,4,1/15/1999,Huntington House Publishers
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,0609602195,9780609602195,eng,256,28789,177,4/6/1999,Clarkson Potter
22969,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,4.14,0767914228,9780767914222,en-GB,288,48,3,4/8/2003,Clarkson Potter
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson Potter Publishers
39141,Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less,Gale Gand/Julia Moskin/Tim Turner,3.71,1400047331,9781400047338,eng,160,24,4,1/13/2004,Clarkson Potter/Publishers
24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,1573442216,9781573442213,eng,180,382,26,1/27/2006,Cleis Press
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,0764585681,9780764585685,eng,240,102,16,5/29/2000,Cliffs Notes
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20,0822004240,9780822004240,eng,69,5,0,9/13/1965,Cliffs Notes
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.80,0822007762,0049086007763,eng,80,5,0,12/29/1983,Cliffs Notes
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,0764586688,9780764586682,eng,128,24,2,12/14/2000,Cliffs Notes
5528,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,0822001462,9780822001461,eng,80,3,1,1/13/1964,Cliffs Notes
11222,Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker/Ken Kesey/CliffsNotes,4.17,0764586629,9780764586620,eng,112,22,3,12/11/2000,Cliffs Notes
12822,Cliffs Notes on Wiesel's Night,Maryam Riess,3.40,0822008939,9780822008934,eng,80,5,1,8/22/1996,Cliffs Notes
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,0764544578,9780764544576,eng,72,10,2,12/12/2003,Cliffs Notes
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.40,0822002833,9780822002833,eng,80,9,3,3/29/1965,Cliffs Notes
20531,Cliffs Notes on Wright's Black Boy,Carl Senna/CliffsNotes/Richard Wright,3.75,0822002426,9780822002420,eng,56,3,0,5/5/1971,Cliffs Notes
23297,CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,3.40,0764537156,9780764537158,eng,80,5,2,4/25/2003,Cliffs Notes
33174,Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,3.76,0822007355,9780822007357,en-GB,120,21,4,11/1/1968,Cliffs Notes
42594,CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,4.16,0822000946,9780822000945,eng,64,11,2,9/20/1960,Cliffs Notes
43706,Through the Arc of the Rain Forest,Karen Tei Yamashita,3.90,091827382X,9780918273826,eng,212,127,18,7/1/1990,Coffee House Press
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,1593600259,9781593600259,eng,192,25,6,9/28/2004,Cold Spring Press
32780,The Iliad,Homer/Andrew Lang,3.86,1904633382,9781904633389,eng,542,64,8,9/1/2011,Collector's Library
29085,Sam And The Firefly (Beginner Books),P.D. Eastman,4.17,0001713191,9780001713192,eng,64,5,0,6/17/1985,Collins
15336,The Lord of the Rings / The Hobbit,J.R.R. Tolkien,4.59,0007144083,9780007144082,eng,1600,141,5,10/7/2002,Collins Modern Classics
29569,You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen/Mehmet C. Oz,3.82,0060765313,9780060765316,en-US,417,3170,286,1/1/2005,Collins Publishers
9132,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,3.95,0231121253,9780231121255,eng,265,68,6,6/22/2000,Columbia University Press
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,K�?b�? Abe/Donald Keene,3.91,0231082819,9780231082815,eng,233,83,4,3/1/1997,Columbia University Press
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,023112189X,9780231121897,en-US,192,4,0,12/27/2000,Columbia University Press
31784,Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,0231138768,9780231138765,eng,256,50,1,5/16/2006,Columbia University Press
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,4.09,0231138709,9780231138703,eng,268,1359,48,4/21/2006,Columbia University Press
36262,The Intellectuals and the Flag,Todd Gitlin,3.59,0231124929,9780231124928,en-US,167,2,1,1/1/2006,Columbia University Press
37329,The Vital Illusion,Jean Baudrillard/Julia Witwer,3.84,0231121008,9780231121002,eng,96,117,7,11/22/2000,Columbia University Press
13634,Tomie 2  富江 Part 2,Junji Ito/伊藤潤二,3.86,1588990850,9781588990853,eng,247,521,32,4/4/2005,ComicsOne Corporation
14088,O Xará,Jhumpa Lahiri,3.99,8535905324,9788535905328,por,336,152,9,8/30/2004,Companhia das Letras
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,4.31,1573241172,0645241001173,eng,438,5495,295,5/31/2000,Conari Press
32589,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,0285647873,9780285647879,eng,164,696,25,4/30/2001,Condor Books
35210,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,3.78,007141858X,9780071418584,eng,345,16662,739,10/10/2003,Contemporary Books
32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,1933615036,9781933615035,eng,421,35,4,9/1/2006,Cook's Illustrated
20562,George Eliot: The Last Victorian,Kathryn  Hughes,4.05,0815411219,9780815411215,eng,416,176,25,7/2/2001,Cooper Square Press
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,0815411839,9780815411833,eng,752,1396,99,7/17/2001,Cooper Square Publishers
10921,The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,4.41,1556591403,9781556591402,eng,320,685,36,6/1/2000,Copper Canyon Press
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,0552143030,9780552143035,eng,384,163,26,8/1/1995,Corgi
19298,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,0552146781,9780552146784,eng,640,6954,93,4/1/2005,Corgi
34484,Small Gods (Discworld  #13),Terry Pratchett,4.29,0552152978,9780552152976,eng,400,83353,1758,8/1/2005,Corgi
34493,Strata,Terry Pratchett,3.49,0552133256,9780552133258,eng,285,9019,265,4/22/1988,Corgi
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,0552152943,9780552152945,eng,396,52713,817,4/1/2005,Corgi
34517,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,4.28,0552152951,9780552152952,eng,352,63287,1445,4/1/2005,Corgi
34529,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,4.17,055215315X,9780552153157,eng,400,53721,814,8/1/2005,Corgi
34532,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.23,0552154288,9780552154284,eng,432,60162,1373,10/2/2006,Corgi
41926,Spring Music,Elvi Rhodes,4.05,0552146552,9780552146555,eng,464,37,5,8/19/1999,Corgi
11769,The Hotel New Hampshire,John Irving,3.90,0552120405,9780552120401,eng,428,217,26,12/31/1982,Corgi Books
44684,Queen of Sorcery (The Belgariad  #2),David Eddings,4.14,0552148083,9780552148085,eng,447,453,20,8/3/2000,Corgi Books (Adult)
34501,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,4.30,055255264X,9780552552646,eng,352,51562,1294,5/5/2005,Corgi Childrens
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,094089548X,9780940895485,eng,303,448,18,12/1/2002,Cornerstone Press Chicago
24079,Casino Royale (James Bond  #1),Ian Fleming,3.73,0340425679,9780340425671,eng,188,56,8,10/1/1988,Coronet
42020,Girl Meets Ape,Chris Manby,3.46,0340828064,9780340828069,eng,406,553,20,1/5/2004,Coronet
18283,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4.00,1596057734,9781596057739,ger,372,1,0,2/16/2006,Cosimo Classics
41278,Kick the Can (One-Eyed Mack  #1),Jim Lehrer,3.85,1571780599,9781571780591,eng,223,77,10,8/1/1997,Council Oak Books
14033,First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,3.85,1582431051,9781582431055,eng,227,601,42,10/12/1999,Counterpoint
22268,The Soloist,Nicholas Christopher,3.30,1593761228,9781593761226,eng,320,56,9,11/27/2006,Counterpoint
8645,Stanley Park,Timothy  Taylor,3.57,1582432902,9781582432908,eng,436,1818,89,9/25/2003,Counterpoint LLC
13374,A Complicated Kindness,Miriam Toews,3.65,1582433224,9781582433226,eng,253,17963,1023,8/17/2005,Counterpoint LLC
35983,The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,3.77,1582433453,9781582433455,en-US,270,387,76,6/13/2006,Counterpoint LLC
27844,Data Structures and Algorithms in C++,Adam Drozdek,3.80,0534491820,9780534491826,en-US,758,18,0,9/24/2004,Course Technology
17356,Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,4.22,8484326373,9788484326373,spa,198,64,4,3/8/2005,Critica (Grijalbo Mondadori)
32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,0895941414,9780895941411,en-GB,190,12105,568,6/1/1984,Crossing Press
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,0824512596,9780824512590,en-US,120,8228,410,10/1/1992,Crossroad
36666,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,3.60,0824521234,9780824521233,eng,191,5,1,9/1/2003,Crossroad Publishing Company
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9781581345285,eng,376,86548,1637,6/26/2003,Crossway Books
45352,When I Don't Desire God: How to Fight for Joy,John Piper,4.19,1581346522,9781581346527,eng,268,4446,218,9/21/2004,Crossway Books
45358,The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),John Piper,4.34,1581342470,9781581342475,eng,175,675,61,1/15/2001,Crossway Books
14,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,1400052920,9781400052929,eng,215,4930,460,8/3/2004,Crown
7717,The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400047951,9781400047956,eng,78,181,26,8/5/2003,Crown
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,0307383415,9780307383419,en-US,442,1225,181,1/9/2007,Crown
44898,The Unpublished David Ogilvy,David Ogilvy/Joel Raphaelson,4.16,0517566095,9780517566091,eng,178,255,19,10/21/1987,Crown
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4.00,140005477X,9781400054770,eng,352,481,45,9/28/2004,Crown Forum
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,0517542021,9780517542026,eng,468,495,67,5/4/1980,Crown Publishing Group
40067,Thunderstruck,Erik Larson,3.70,1400080665,9781400080663,eng,463,30574,3534,10/24/2006,Crown Publishing Group (NY)
33581,The Work of Work Servitude  Slavery and Labor in Medieval England,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,3.00,1873448031,9781873448038,eng,240,1,0,8/14/1994,Cruithne Press
23837,Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,3.60,1565891740,0798499100096,eng,175,8,1,2/23/2005,Crystal Clarity Publishers
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.90,1581821360,9781581821369,eng,135,29,3,10/1/2000,Cumberland House Publishing
18547,King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,4.11,1877275514,9781877275517,eng,180,18,3,6/1/2002,Cybereditions Corp
13980,Sanctuary (Dragon Jousters  #3),Mercedes Lackey,4.01,0756403413,9780756403416,eng,448,6437,81,5/2/2006,DAW
13987,Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,4.01,0756402727,9780756402723,eng,480,6980,229,10/4/2005,DAW
13993,Joust (Dragon Jousters  #1),Mercedes Lackey,4.02,0756401534,9780756401535,eng,448,10113,263,3/2/2004,DAW
13995,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,4.04,0886775167,9780886775162,eng,458,14611,208,7/7/1992,DAW
14000,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,4.19,0756402212,9780756402211,en-GB,438,10882,104,10/5/2004,DAW
14007,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,3.98,0886779162,9780886779160,eng,450,8045,98,11/1/2000,DAW
14009,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,3.98,0886778042,9780886778040,eng,342,9217,168,10/1/1998,DAW
15216,Sorcery Rising (Fool's Gold  #1),Jude Fisher,3.56,0756401100,9780756401108,en-US,528,1313,52,7/1/2003,DAW
20928,Phantoms,Rosalind M. Greenberg,3.38,0886773482,9780886773489,eng,270,13,0,4/4/1989,DAW
20934,Black Cats and Broken Mirrors,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38,0886777887,9780886777883,eng,320,63,7,6/1/1998,DAW
21059,Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,0756404061,9780756404062,eng,609,2169,54,1/2/2007,DAW
22950,Quester's Endgame,Jo Clayton,3.98,0886771382,9780886771386,eng,372,159,6,7/1/1986,DAW
28530,New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,0886778875,9780886778873,eng,336,50,5,2/1/2000,DAW
28688,Shadowmarch (Shadowmarch  #1),Tad Williams,3.73,0756402700,9780756402709,eng,656,126,14,11/1/2005,DAW
28691,To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,0756402980,9780756402983,eng,1083,29350,320,5/3/2005,DAW
28694,Shadowmarch (Shadowmarch  #1),Tad Williams,3.73,0756403596,9780756403591,eng,796,9677,377,9/5/2006,DAW
28736,Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06,0886777739,9780886777739,en-GB,394,9786,103,4/1/1998,DAW
33835,When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,4.14,0756403162,9780756403164,en-US,560,8188,139,10/4/2005,DAW
36158,In Conquest Born (In Conquest Born  #1),C.S. Friedman,3.88,0756400430,9780756400439,eng,530,2467,132,11/1/2001,DAW
36160,Crown of Shadows (The Coldfire Trilogy  #3),C.S. Friedman,4.17,0756403189,9780756403188,en-US,432,101,7,11/1/2005,DAW
36162,This Alien Shore,C.S. Friedman,4.04,0886777992,9780886777999,en-US,564,3147,197,7/1/1999,DAW
15225,In the Green Star's Glow (Green Star  #5),Lin Carter,3.51,0879972165,9780879972165,eng,192,93,11,1/20/1976,DAW Books
41081,Entry to Elsewhen,John Brunner,3.37,0879971541,9780879971540,eng,172,58,3,2/28/1975,DAW Books
41086,Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.56,0879977663,9780879977665,en-US,156,238,16,8/28/1982,DAW Books (NY)
28734,Magic's Price (Valdemar: Last Herald-Mage #3),Mercedes Lackey,4.27,0886774268,9780886774264,eng,351,18764,320,7/3/1990,DAW Books Inc
28760,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21,0886774012,9780886774011,eng,320,18141,278,1/2/1990,DAW Books Inc
28698,To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,4.20,0886776066,9780886776060,eng,815,20025,215,7/1/1994,DAW Fantasy
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,0756403456,9780756403454,en-US,543,54,2,5/2/2006,DAW Hardcover
41088,Manshape,John Brunner,3.11,0879977647,9780879977641,eng,159,34,5,9/28/1982,DAW SF
16987,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,3.21,1401212638,9781401212636,en-US,144,140,12,1/31/2007,DC Comics
16991,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,3.94,1401209548,9781401209544,eng,192,1681,51,9/27/2006,DC Comics
22060,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,3.66,1401203574,9781401203573,eng,294,168,14,12/1/2004,DC Comics
22363,Batman: Gothic,Grant Morrison/Klaus Janson,3.79,1563890283,9781563890284,eng,128,4294,123,7/1/1998,DC Comics
24345,Sachs & Violens,Peter David/George Pérez,3.26,1401210503,9781401210502,en-US,128,66,9,12/6/2006,DC Comics
25100,Dream Country (The Sandman  #3),Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,4.24,156389226X,9781563892264,eng,111,84421,1201,2/5/1999,DC Comics
26088,Superman: Secret Identity,Kurt Busiek/Stuart Immonen,4.24,1401204511,9781401204518,eng,208,6368,307,4/9/2013,DC Comics
35047,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,3.90,1401211984,9781401211981,eng,224,297,27,1/3/2007,DC Comics
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,4.47,1401204104,9781401204105,eng,224,19,2,8/1/2005,DC Comics
35903,Sgt. Rock: The Prophecy,Joe Kubert,3.47,1401212484,9781401212483,en-US,144,76,11,4/7/2007,DC Comics
39441,Challengers of the Unknown: Stolen Moments  Borrowed Time,Howard Chaykin/Michelle Madsen,2.82,1401209416,9781401209414,eng,144,44,8,3/29/2006,DC Comics
39444,Son of Superman,Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge,3.38,1563895951,9781563895951,eng,95,11,1,1/1/2000,DC Comics
22373,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,156389453X,9781563894534,en-US,55,1269,66,12/31/1998,DC Comics Vertigo
45455,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer/Ana Alcaina,3.84,8497939204,9788497939201,spa,286,45,3,3/30/2006,DEBOLS!LLO
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,0756616344,9780756616342,eng,624,570,17,9/19/2005,DK
31855,A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,0789430746,9780789430748,eng,64,58,8,9/21/1998,DK Children
35402,Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham,4.33,0756630525,9780756630522,eng,160,945,17,3/19/2007,DK Children
27438,The DC Comics Encyclopedia,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,4.29,075660592X,9780756605926,eng,352,125,6,10/4/2004,DK Publishing
23261,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,4.14,0751333328,9780751333329,eng,240,518,45,11/1/2005,DK Publishing (Dorling Kindersley)
38238,Australia,Kate Hemphill/Zoë Ross/Louise Bostock Lang,4.07,0756615690,9780756615697,eng,616,69,0,8/1/2006,DK Publishing (Dorling Kindersley)
38592,Plants Bite Back! (DK Readers),Richard Platt,3.88,0789447541,0635517047547,eng,48,21,5,10/25/1999,DK Publishing (Dorling Kindersley)
39473,Disaster!: Catastrophes That Shook the World,Richard Bonson/Richard Platt,4.06,0789420341,9780789420343,eng,63,16,2,9/1/1997,DK Publishing (Dorling Kindersley)
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson/Graham   Watson,3.67,0306814552,9780306814556,eng,344,360,26,6/15/2005,Da Capo Press
4119,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,1569246815,9781569246818,eng,384,608,78,8/18/1999,Da Capo Press
10789,Hemingway: A Biography,Jeffrey Meyers,4.00,0306808900,9780306808906,eng,644,197,15,5/7/1999,Da Capo Press
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,0306812991,9780306812996,eng,402,1516,60,9/18/2003,Da Capo Press
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,030680932X,9780306809323,en-US,608,990,97,8/30/1999,Da Capo Press
13314,The Legacy of Mark Rothko,Lee Seldes,3.87,0306807254,9780306807251,eng,403,36,5,8/22/1996,Da Capo Press
14406,The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,4.53,0306804832,9780306804830,en-US,544,32,2,8/21/1992,Da Capo Press
31414,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,3.92,0786718617,9780786718610,eng,280,639,75,12/26/2006,Da Capo Press
35489,Johnny Cash,Michael Streissguth,3.79,0306813688,9780306813689,eng,334,285,25,9/4/2006,Da Capo Press
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,0306810700,9780306810701,en-US,256,91,11,9/17/2001,Da Capo Press
13871,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist/Brett Booth,4.45,0976401150,9780976401155,eng,265,276,5,6/29/2006,Dabel Brothers Productions
24842,Letters,John Barth,3.81,1564780619,9781564780614,eng,772,212,15,10/1/1994,Dalkey Archive Press
27208,The Third Policeman,Flann O'Brien/Denis Donoghue,4.01,156478214X,9781564782144,eng,200,12452,1179,3/1/1999,Dalkey Archive Press
28455,The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,John      O'Brien/David Andrews/John Beer/Robert L. McLaughlin/Joy Castro,3.40,1564783014,9781564783011,eng,240,5,2,9/1/2001,Dalkey Archive Press
40763,Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυ�?ιακίδης/Mark Polizzotti/Raymond Queneau,3.86,1564783936,9781564783936,eng,328,2820,103,3/28/2006,Dalkey Archive Press
28862,The Prince,Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez,3.81,0937832383,9780937832387,eng,140,194545,4260,6/1/2003,Dante University of America Press
3986,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,159307171X,9781593071714,eng,159,1097,105,5/18/2004,Dark Horse
10966,Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),Timothy Truman/Rick Leonardi/Tom Raney/Al Rio,3.43,1569715149,9781569715147,eng,144,126,17,4/18/2001,Dark Horse
34222,H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,3.87,1593074743,9781593074746,eng,70,367,23,4/19/2006,Dark Horse
35455,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,Rob Williams/Michel Lacombe,3.94,1593077114,9781593077112,eng,128,518,23,2/27/2007,Dark Horse
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,3.54,1593076673,9781593076672,eng,51,2038,198,4/1/2008,Dark Horse Books
33029,Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,3.35,1569716188,9781569716182,eng,120,83,6,10/16/2001,Dark Horse Books
35413,Star Wars: Empire  Volume 7: The Wrong Side of the War,Welles Hartley/Davide Fabbri/Christian Dalla Vecchia,3.79,1593077092,9781593077099,eng,144,109,7,1/30/2007,Dark Horse Books
35425,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews/Scott Allie,3.68,1593076274,9781593076276,eng,144,124,10,11/7/2006,Dark Horse Books
35431,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,4.11,1593075537,9781593075538,eng,144,422,25,8/8/2006,Dark Horse Books
35437,Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,3.89,1569716196,9781569716199,eng,220,932,36,1/27/2004,Dark Horse Books
35440,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,4.04,1593073526,9781593073527,eng,168,487,18,8/2/2005,Dark Horse Books
35460,Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott,3.78,1593075677,9781593075675,eng,88,176,10,8/23/2006,Dark Horse Books
13630,Museum of Terror  Vol. 1: Tomie 1,Junji Ito/伊藤潤二/Naomi Kokubo,4.09,1593075421,9781593075422,eng,375,1444,83,8/8/2006,Dark Horse Comics
35427,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,4.07,1593076401,9781593076405,eng,152,1791,100,12/5/2006,Dark Horse Comics
7268,Dominion,Masamune Shirow,3.75,1569714886,9781569714881,eng,225,298,8,5/2/2000,Dark Horse Manga
13632,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/伊藤潤二,4.12,1593076398,9781593076399,eng,392,628,26,11/21/2006,Dark Horse Manga
